 time energy energy_var energy_MC xPol xPol_var xPol_MC tdvpErr tdvpRes dt
0 0.0 -9.98508013451038 9.014020617373156 0.021229720461387564 0.9999880134510515 4.8370511426984395e-06 1.555160947088506e-05 0.0 0.0 0.0
1 0.0001 -10.017065599501917 9.025970467926031 0.02124378787778445 0.9999865599501648 5.387367400784199e-06 1.641244558373949e-05 0.017013064927429267 0.14005665221906638 0.0001
2 0.00030000000000000003 -9.988356517421778 9.16477642221566 0.02140651352067363 0.9999856517421601 5.9345332751379565e-06 1.7225755825417294e-05 0.012130100216523276 0.10743819460612598 0.0002
3 0.0007000000000000001 -9.997203324869172 8.967266964588259 0.021174592043990196 0.9999803324869387 7.005766321488851e-06 1.8715990918849114e-05 0.018009806703854103 0.1290532042296044 0.0004
4 0.0015 -10.033385763536543 8.890965478672387 0.021084313456539657 0.9999685763536503 1.1323704816902458e-05 2.3794647314997607e-05 0.017416584892561704 0.12176810095159772 0.0008
5 0.0031000000000000003 -10.008283148091797 8.882846384348278 0.021074684320706062 0.9999383148091725 2.4671750659863206e-05 3.5122464790973315e-05 0.019353994994071977 0.13287767223195052 0.0016
6 0.0063 -10.009051397176899 9.024354641350518 0.021241886264348697 0.9998151397176985 7.29530040985131e-05 6.039577969465793e-05 0.011354271055868725 0.10248823244077615 0.0032
7 0.0127 -10.007424729743105 9.126582758527439 0.021361861761709157 0.9993724729743108 0.00025554059409962237 0.00011303552408416177 0.010712163254050222 0.0792412951885415 0.0064
8 0.025500000000000002 -10.013519144952127 8.984195935847039 0.021194569983662134 0.9976319144951821 0.0009360811324713071 0.00021634245219920512 0.012366444610807603 0.09649443156610696 0.0128
9 0.051100000000000007 -10.007243066539273 9.013434163252606 0.02122902984506429 0.9909743066539533 0.003577925046489939 0.0004229612893924182 0.021779265480693866 0.12460290052669071 0.0256
10 0.08283196796215847 -9.970006529269163 9.070237419346258 0.02129581815679578 0.9770606529269321 0.009024424552067352 0.0006717300258313361 0.01673365172368091 0.09397612091453013 0.03173196796215847
11 0.1145576139432208 -10.007683338633925 9.099716675328075 0.021330396943479598 0.95690833386338 0.01643477670529315 0.0009064981165257086 0.020696826445437133 0.11599367422406497 0.031725645981062325
12 0.1483401456898066 -9.997719031202731 9.16370215057414 0.021405258875535866 0.9299619031202921 0.025909130608283752 0.001138181237946834 0.02364214853901525 0.1099200579504682 0.03378253174658582
13 0.17632807036806816 -10.028619131571174 9.15746711503199 0.021397975505911753 0.9021219131571242 0.034381133421971175 0.0013111280147638364 0.02416421472419772 0.09968898169184844 0.027987924678261552
14 0.2033403124747982 -10.016000012781145 9.097829129655697 0.021328184556656124 0.8740000012781152 0.04250133786688602 0.0014577609177585675 0.029816128123250074 0.10962974507279154 0.027012242106730026
15 0.23096441283352798 -10.020831956484995 9.434868749905492 0.021719655556552333 0.841563195648476 0.052388175043945766 0.0016184587582627145 0.029866855034931028 0.09693889235292413 0.027624100358729784
16 0.2561970385426551 -9.980177382172366 9.45440088771901 0.021742126031875322 0.8132977382172323 0.059775992249932346 0.0017288145107259532 0.03158511151279175 0.10083284856019877 0.02523262570912712
17 0.2821189170699381 -10.002549939461419 9.679425749653237 0.021999347433109506 0.7803349939461418 0.06826726001479531 0.0018475288903667423 0.047863448645588336 0.12994897048946935 0.025921878527283008
18 0.30900947741913815 -9.995563387983793 9.50529229723461 0.02180056455373875 0.7474563387983802 0.07377095059174185 0.0019205591710715637 0.045010757509141186 0.11114492510084768 0.026890560349200066
19 0.3320026306340065 -10.010802580530827 9.607605421565408 0.021917579042363924 0.7175602580530657 0.07982139144960396 0.0019977661455936723 0.057438071003265256 0.15306942859807543 0.022993153214868313
20 0.3551016138331584 -9.987765735468653 9.776832524238463 0.022109763142374977 0.69047657354688 0.0865708282183407 0.002080514698558276 0.0649375417344521 0.16142345009674153 0.023098983199151924
21 0.37216571212517013 -9.99490796636403 9.409041509004876 0.021689907225487245 0.6694407966364251 0.08660745573103829 0.0020809547776325927 0.056180843840254235 0.1499051676218559 0.01706409829201172
22 0.3914351867146152 -9.998542731088618 9.756366125650414 0.02208660920744786 0.6455242731088544 0.09261702093638968 0.002151941227547696 0.06696713556172262 0.1612733311545371 0.019269474589445033
