time,xPol
0.0,1.0
0.0,0.9996800773239114
0.01,0.9987212367304881
0.02,0.9971262571357353
0.03,0.9948997587851975
0.04,0.9920481863809196
0.05,0.9885797855563014
0.06,0.9845045727954332
0.07,0.979834298920374
0.08,0.974582406296145
0.09,0.9687639799288881
0.1,0.9623956926575177
0.11,0.9554957446632055
0.12,0.9480837975440639
0.13,0.9401809032243212
0.14,0.9318094279880411
0.15,0.9229929719469103
0.16,0.913756284269752
0.17,0.9041251745180955
0.18,0.8941264204473287
0.19,0.8837876726465583
0.2,0.8731373564022971
0.21,0.8622045711813895
0.22,0.8510189881371881
0.23,0.8396107460498098
0.24,0.8280103461163615
0.25,0.8162485460102766
0.26,0.804356253630345
0.27,0.79236442095966
0.28,0.780303938452531
0.29,0.7682055303634616
0.3,0.756099651426563
0.31,0.7440163852863214
0.32,0.7319853450714777
0.33,0.7200355764929828
0.34,0.7081954638345775
0.35,0.6964926391906235
0.36,0.6849538952903937
0.37,0.6736051022312354
0.38,0.662471128424904
0.39,0.6515757660420167
0.4,0.6409416612190962
0.41,0.6305902492711462
0.42,0.6205416951302368
0.43,0.6108148392072735
0.44,0.6014271488500817
0.45,0.5923946755462995
0.46,0.5837320179943957
0.47,0.5754522911405953
0.48,0.5675671012536512
0.49,0.5600865270834363
