 time energy energy_var energy_MC xPol xPol_var xPol_MC tdvpErr tdvpRes dt
0 0.0 -9.999903691571145 8.999853800832717 0.0 0.9999783216518825 8.671666911367272e-06 0.0 0.0 0.0 0.0
1 0.0001 -9.999903632558038 8.999839394014877 0.0 0.999977502232859 8.999458429739343e-06 0.0 0.0744546873925952 3.447101414531989e-08 0.0001
2 0.00030000000000000003 -9.999903702912722 8.999798098483854 0.0 0.9999756765211429 9.729790359868909e-06 0.0 0.1018756286333743 3.7662201152059683e-08 0.0002
3 0.0007000000000000001 -9.99990274234789 8.999855623005498 0.0 0.9999712041107477 1.1518840996034942e-05 0.0 0.044812506212440484 4.644036383464629e-08 0.0004
4 0.0015 -9.999903206038134 8.99988167045721 0.0 0.9999587988864326 1.648102620897901e-05 0.0 4.2998425320295297e-07 4.616354646470244e-08 0.0008
5 0.0031000000000000003 -9.999906676678872 8.999959489707344 0.0 0.9999201441239377 3.194230188894955e-05 0.0 8.674254849960761e-07 4.653011521427468e-08 0.0016
6 0.0063 -9.999921217019342 9.000227961722395 0.0 0.9997874737425014 8.499905153434266e-05 0.0 2.333326315162587e-06 4.129930685237135e-08 0.0032
7 0.0127 -9.999981340872004 9.00121185307437 0.0 0.9993008453557265 0.0002794876197646037 0.0 7.62134766962852e-06 5.225430354228422e-08 0.0064
8 0.025500000000000002 -10.000225986193552 9.004950231467348 0.0 0.9974448896678632 0.0010194824983006234 0.0 2.7622483641631668e-05 2.2812480107073233e-08 0.0128
9 0.051100000000000007 -10.00118449674389 9.019336132654093 0.0 0.9902412041267832 0.003864946510974938 0.0 0.00010521553989006893 2.6861517609912146e-11 0.0256
10 0.1023 -9.997730578824047 9.079506118898703 0.0 0.9618862783410864 0.014683109855527718 0.0 0.00040877001154748793 1.9401008549094654e-14 0.0512
11 0.15017794378281155 -9.998437310055383 9.097183489807941 0.0 0.9211696686993414 0.0293133583046113 0.0 0.0005472399267733019 5.953176166945399e-15 0.04787794378281155
12 0.2012096127398697 -9.999575892418061 9.092975444688058 0.0 0.8657106725222112 0.04770133018646272 0.0 8.530582969024092e-05 3.451609809245776e-15 0.051031668957058164
13 0.30232346575048885 -9.998184199962473 9.097542064067088 0.0 0.7349164028247888 0.08386281272615395 0.0 2.5338945159991688e-05 8.969981082931034e-15 0.10111385301061918
14 0.3643325273440117 -9.997222692009192 9.08581404510388 0.0 0.6545633366715513 0.10090738575215522 0.0 7.739344389567915e-05 2.9822110772728757e-13 0.06200906159352287
15 0.3891361519814209 -9.99719569697994 9.072352053460591 0.0 0.624652362302038 0.10615484817474295 0.0 0.00035773820572304604 2.75343073488014e-12 0.02480362463740915
16 0.42414268396819577 -9.997024719846161 9.039509110964042 0.0 0.5856929857625072 0.11191288539328985 0.0 0.0008499921143351186 3.0001583781339138e-12 0.035006531986774905
17 0.43771719852848495 -9.997018659320839 9.021967729148347 0.0 0.571793514745284 0.11359790895059893 0.0 0.0025783339413304462 7.259778204282495e-12 0.013574514560289172
18 0.46486622764906327 -9.997220663078023 8.97688368882051 0.0 0.5462742020619091 0.11600415837274108 0.0 0.004124631595572414 1.4038103244213225e-11 0.027149029120578344
19 0.47908782910175285 -9.99717772756485 8.94926573211763 0.0 0.5341708790708533 0.1167524780675914 0.0 0.012297728060740365 9.640672549234614e-11 0.014221601452689553
20 0.5012489069148931 -9.99652016574068 8.927204449308952 0.0 0.5170381060370204 0.11758004040455039 0.0 0.016805554059456163 4.135398419455824e-10 0.022161077813140237
21 0.5213869881977886 -9.996000147776176 8.931311324146737 0.0 0.5034736757855479 0.11818649320251579 0.0 0.01405442089545239 1.925426276329842e-10 0.020138081282895508
22 0.5400906024405664 -9.995802552209774 8.938820187523485 0.0 0.4927080496822954 0.1184879891982808 0.0 0.013729307773905908 1.256182276722606e-10 0.018703614242777725
23 0.5612751539055634 -9.99526470049136 8.955352452348977 0.0 0.4825114718175706 0.11848247072366147 0.0 0.014427212387540411 5.456999828267551e-11 0.021184551464997037
24 0.5888205633539126 -9.995050860226943 8.992693744410474 0.0 0.47251680194849244 0.1180391564623488 0.0 0.011239903232589943 1.858904037303557e-11 0.02754540944834925
25 0.6157158844923319 -9.995839580087395 9.03645815414411 0.0 0.46622594979844895 0.1171256837142943 0.0 0.012378193644922764 1.6249194448324246e-11 0.02689532113841934
26 0.6387603186473342 -9.996384551510264 9.08950009526724 0.0 0.46330724052920647 0.11597995513654813 0.0 0.01884059908123259 4.534584890065322e-12 0.023044434155002264
27 0.6586437669012056 -9.996139587623254 9.15532196416429 0.0 0.4624546981247736 0.1147712367070462 0.0 0.03015261954723769 9.007167984362887e-13 0.019883448253871484
28 0.6847749871127248 -9.995626172949306 9.2694761611825 0.0 0.46345509139720875 0.11290563718586952 0.0 0.040993289548080125 4.0669631030776894e-13 0.026131220211519177
29 0.7113583354832447 -9.994928586458649 9.4076872286279 0.0 0.4666094049042978 0.11066618898344666 0.0 0.055494681043802285 1.4760104133023465e-13 0.026583348370519934
30 0.7381985009926892 -9.994662999310023 9.55668005157365 0.0 0.4715651703795295 0.10798452406371009 0.0 0.0648648843042231 7.13731168510756e-14 0.026840165509444586
31 0.7569904507342216 -9.99456827998634 9.661721674012046 0.0 0.47591221549565665 0.10588218920965013 0.0 0.06620729384082202 7.145822712708924e-15 0.018791949741532348
32 0.7821251438528023 -9.994430480412806 9.799447506799474 0.0 0.4825657098496558 0.10291211947425491 0.0 0.06882410228210534 1.5477439624932846e-14 0.025134693118580742
33 0.8125587195048473 -9.994733250274702 9.958240550381728 0.0 0.49135632239196597 0.09924341395482991 0.0 0.07470604613551501 1.6615960639139243e-14 0.030433575652044978
34 0.8390453650134206 -9.994716136650297 10.09530252056639 0.0 0.49928510320761205 0.09617113158638849 0.0 0.07835145803031773 2.1540667730834044e-14 0.026486645508573412
35 0.8653983333087496 -9.995313398015092 10.230513983144942 0.0 0.5071503065194237 0.09335525678648952 0.0 0.08613808479533691 7.928112868503164e-14 0.02635296829532901
36 0.8973319131420636 -9.996243565093396 10.382848556114897 0.0 0.5161857245094059 0.09048005092781834 0.0 0.08785283135462563 2.0115423385913987e-13 0.03193357983331404
37 0.9275331010036734 -9.997169769083932 10.52321303529111 0.0 0.5237110709557438 0.08848910034858418 0.0 0.09156169011073156 6.250034295217081e-13 0.03020118786160977
38 0.9591094107903684 -9.998079063648909 10.680411834069208 0.0 0.5301679134708992 0.08713898973375067 0.0 0.09721722929510523 1.4626254093514808e-12 0.03157630978669503
39 0.9948738946496686 -9.999070013834064 10.871295863167528 0.0 0.5354333047569728 0.08644860120176648 0.0 0.1033587507418281 2.0056120469730993e-12 0.03576448385930025
40 1.0238827849554144 -9.99950420231554 11.02673067040229 0.0 0.5378783062968728 0.08652955035577464 0.0 0.11081530410087703 8.045679771014927e-12 0.029008890305745723
