 time energy energy_var zPol zPol_var yPol yPol_var xPol xPol_var tdvpErr tdvpRes dt
0 0.0 1.564644030968565e-05 3.019999998716697 5.138302497126324e-06 0.3333333333541464 0.9999999998160142 1.226572567719653e-10 0.9999999998160142 1.226572567719653e-10 0.0 0.0 0.0
1 0.01 2.0104059726751278e-05 3.0200176160078467 -0.019991574780118995 0.33319912891898945 0.9997991937829509 0.0001344933483651376 0.9997991937829509 0.0001344933483651376 0.006583655183164061 4.141238032723834e-06 0.01
2 0.022575004112709764 -0.00029845840738878734 3.019963198306251 -0.04505443833688788 0.3326617973202563 0.9989755505812029 0.0006886005815490202 0.9989755505812029 0.0006886005815490202 6.173807653997443e-08 4.030151139088576e-09 0.012575004112709764
3 0.029186998785046492 -0.0002006042251179556 3.0199644252151057 -0.058295268112915036 0.33220549491986334 0.9982829177122757 0.0011547105487225416 0.9982829177122757 0.0011547105487225416 4.449680623963559e-10 2.898151660533537e-09 0.006611994672336726
4 0.04095895230111616 -0.00017697149875947962 3.019966371781658 -0.08179535271687043 0.33110790076783514 0.9966134663726876 0.002277615986107399 0.9966134663726876 0.002277615986107399 4.0967229608668276e-14 1.7635476723827605e-14 0.011771953516069666
5 0.06450285933325549 -0.00017356275261659268 3.019955573617328 -0.1286305913305621 0.327823994292105 0.9915959989961547 0.005643210098608147 0.9915959989961547 0.005643210098608147 6.661338147750939e-15 8.866428628041549e-15 0.023543907032139332
6 0.11159067339753415 -0.00021083765824888093 3.019888927779534 -0.2213497411466827 0.3170150948629608 0.974884695863748 0.01673664100107971 0.974884695863748 0.01673664100107971 4.440892098500626e-16 8.384086334029095e-15 0.047087814064278664
7 0.18624022810040525 -0.0002503904079433055 3.0197270381579617 -0.364012757857562 0.289201064737134 0.93048303944842 0.04531289032216361 0.93048303944842 0.04531289032216361 7.882583474838611e-15 7.447077345139303e-15 0.0746495547028711
8 0.2834972879706296 -5.5046304050837894e-05 3.019661690803654 -0.5371666921349445 0.2372302019861426 0.8412329655725851 0.09875641570691815 0.8412329655725851 0.09875641570691815 1.2212453270876722e-14 1.2891036499613462e-14 0.09725705987022436
9 0.3717089290942491 0.0003462377901266465 3.0198528451322244 -0.6764785763730602 0.18096060744295406 0.7323353550531434 0.156689077656752 0.7323353550531434 0.156689077656752 1.3322676295501878e-15 1.7019881897991515e-14 0.08821164112361946
10 0.4305477291564529 0.000581354290712815 3.0199809918705314 -0.757731420085339 0.1422386536193469 0.6466890582312875 0.19661856600223776 0.6466890582312875 0.19661856600223776 1.021405182655144e-14 3.339589676809063e-14 0.05883880006220382
11 0.47370010408578833 0.0007395435479496571 3.0200546900891867 -0.8106155377955944 0.11472437084588309 0.5780572115607282 0.22502943092056604 0.5780572115607282 0.22502943092056604 1.1102230246251565e-14 1.5251237383806686e-14 0.04315237492933542
12 0.526731390818398 0.0012360393448813335 3.020176423770206 -0.8671912383858486 0.0832989568372746 0.4878015761725316 0.2575292155537554 0.4878015761725316 0.2575292155537554 0.0 3.1625027403106786e-14 0.053031286732609755
13 0.5561788067749789 0.0013619461353523844 3.020178671796706 -0.8943828657401175 0.06748356475629992 0.4352233456495272 0.27391377316508064 0.4352233456495272 0.27391377316508064 3.141931159689193e-14 3.289834164510188e-14 0.029447415956580836
14 0.5792006089958373 0.0005403264861018994 3.022274379237012 -0.9133198086591882 0.05638717223807621 0.39304281969506416 0.2854680502122219 0.39304281969506416 0.2854680502122219 7.105427357601002e-15 3.889926033141159e-14 0.023021802220858343
15 0.5960554659968463 0.0005633770633850185 3.0222714722531037 -0.9260435332066654 0.048690634880243285 0.3616342531660606 0.29345686438837787 0.3616342531660606 0.29345686438837787 3.064215547965432e-14 2.994186991888861e-14 0.016854857001009072
16 0.6071895434604337 0.0005685129741551283 3.0222707809719394 -0.9338641579527812 0.0439147020653706 0.3406601732907952 0.298418668953468 0.3406601732907952 0.298418668953468 9.769962616701378e-15 2.54456326439861e-14 0.011134077463587447
17 0.6180315223961481 0.00023684109091544467 3.023430359871694 -0.940936890704198 0.03968603726900246 0.32009601422066963 0.30285778083445525 0.32009601422066963 0.30285778083445525 3.730349362740526e-14 4.053799229297207e-14 0.010841978935714421
18 0.639715480267577 -2.2069187555472883e-05 3.0260829605061508 -0.9537634953366134 0.03194062847876196 0.27849589358543897 0.31092348789086605 0.27849589358543897 0.31092348789086605 1.0969003483296547e-13 4.06593275895458e-14 0.021683957871428843
19 0.6755153011126264 1.4875497884148212e-05 3.0302513156562996 -0.971173195202211 0.02111849111666352 0.20857551722004966 0.32188624236569674 0.20857551722004966 0.32188624236569674 3.808064974464287e-14 5.5675128358819866e-14 0.03579982084504942
20 0.7023963515536504 -0.0001420828143767225 3.0346678025483795 -0.9809226005637305 0.015053486877982697 0.1553765096830819 0.32788596577711265 0.1553765096830819 0.32788596577711265 1.709743457922741e-14 2.6575471291486418e-14 0.02688105044102406
21 0.7318740824824503 -0.0005837270669199511 3.0375844938989776 -0.988368732233195 0.010401368001183285 0.09657717310158513 0.33255122125940384 0.09657717310158513 0.33255122125940384 4.5630166312093934e-14 6.365026365362533e-14 0.029477730928799913
22 0.7520794082354473 -0.0010020697700354204 3.037701690792883 -0.991433057074865 0.008578985222553346 0.05614227697239812 0.3346500871118796 0.05614227697239812 0.3346500871118796 2.3092638912203256e-14 2.7735810636397462e-14 0.020205325752996953
23 0.7733350272884713 -0.001930454537119048 3.0348975502366873 -0.9928449604319525 0.007914068296823852 0.01347273384856331 0.3360985122361916 0.01347273384856331 0.3360985122361916 1.7763568394002505e-13 8.573435926994254e-14 0.02125561905302399
24 0.7751493011756493 -0.001974584396268556 3.0344187736500783 -0.9928810366582895 0.007911096600261264 0.009831954431772545 0.3361989793698177 0.009831954431772545 0.3361989793698177 5.850875339774575e-14 4.298216372374534e-14 0.0018142738871780605
25 0.7787778489500055 -0.002045385829503822 3.033656578215045 -0.9929134865841478 0.007931315943896983 0.0025503701623209715 0.3363451757236912 0.0025503701623209715 0.3363451757236912 1.3211653993039363e-14 3.680105442745917e-14 0.003628547774356121
26 0.7802583247924744 -0.0021093492910883443 3.0333341570913146 -0.992910181155605 0.007952021126226233 -0.00042495539035989526 0.336398036445301 -0.00042495539035989526 0.336398036445301 3.774758283725532e-14 3.19013692883838e-14 0.0014804758424689245
27 0.7830341262111331 -0.002146969223772842 3.0325568586627 -0.992885427996293 0.007992743102661477 -0.005549476668874481 0.3365068102278236 -0.005549476668874481 0.3365068102278236 2.7911006839076435e-13 4.782195292227092e-14 0.0027758014186587483
28 0.7854077435588606 -0.0022184134593549306 3.0320180885307217 -0.9928334221768277 0.008061238070355761 -0.010314016146597695 0.3365678677128503 -0.010314016146597695 0.3365678677128503 2.6645352591003757e-15 8.251462461384591e-14 0.0023736173477274286
29 0.7889357976344833 -0.0023061535348526583 3.031317943078604 -0.9927205963731376 0.008183119341823364 -0.01683120956556251 0.33662360278181536 -0.01683120956556251 0.33662360278181536 4.150013666048835e-13 1.0339674806724215e-13 0.0035280540756227282
30 0.7927118147940203 -0.002406281539593906 3.030331431572136 -0.9925677055380179 0.008313463428379627 -0.02383782610797047 0.33667937327429204 -0.02383782610797047 0.33667937327429204 5.473399511402022e-14 4.435912618861103e-14 0.0037760171595370316
31 0.7962562349576016 -0.0024840381454477377 3.0297263717646064 -0.992359992088892 0.008491232807049444 -0.030962275605775583 0.33664864223735896 -0.030962275605775583 0.33664864223735896 7.993605777301127e-14 1.1540127958201418e-13 0.003544420163581284
32 0.7979319043148937 -0.002496582774943667 3.0293817619081858 -0.9922438121161193 0.008585897100470238 -0.03433276276281121 0.3366364428479808 -0.03433276276281121 0.3366364428479808 5.10702591327572e-14 3.28409499761997e-14 0.0016756693572921504
