 time xPol zPol zz
0 0.0 0.9999999999999969 1.2975731600306517e-15 8.378497548533469e-16
1 0.05 0.9927565226622265 -0.09975846371673429 0.008956549648116846
2 0.1 0.9711049424143372 -0.19807085556484785 0.035309156648909
3 0.15000000000000002 0.9352860305854388 -0.2935070154725062 0.07753906318536981
4 0.2 0.8857143213157783 -0.3846694232142695 0.13322075427313992
5 0.25 0.8229952784750083 -0.47021140171348286 0.1991732193868132
6 0.30000000000000004 0.7479443019431153 -0.5488571617879496 0.27165752092605816
7 0.35000000000000003 0.6616033898130693 -0.6194236666054507 0.34660765422679424
8 0.4 0.5652511539219325 -0.6808438647727468 0.4198795596286498
9 0.45 0.46040236682527524 -0.7321904298925693 0.48750206029592447
10 0.5 0.3487942380068578 -0.7726988091821421 0.5459135189478164
11 0.55 0.23235804288228462 -0.8017881721427734 0.5921691232477091
12 0.6000000000000001 0.11317637373046213 -0.8190787939439489 0.6241058372515714
13 0.65 -0.0065720668787098285 -0.8244045185317084 0.6404550386334833
14 0.7000000000000001 -0.12467676468192997 -0.8178192133201622 0.6408964833583953
15 0.75 -0.2389643626873312 -0.7995965205526295 0.626051243194499
16 0.8 -0.3473673394273214 -0.7702226842181529 0.5974153650379408
17 0.8500000000000001 -0.4479874705102712 -0.730382730589086 0.5572399188555366
18 0.9 -0.5391497384838794 -0.680940747851876 0.5083665642674463
19 0.9500000000000001 -0.6194434125724843 -0.6229153943110988 0.4540305412662621
20 1.0 -0.6877483941721177 -0.5574520256939525 0.39764489713303947
21 1.05 -0.743246432731919 -0.48579294736705464 0.3425806823093935
22 1.1 -0.7854182669155327 -0.40924726303551195 0.2919577375277307
23 1.1500000000000001 -0.8140289616535734 -0.32916162262081566 0.24845958141551344
24 1.2000000000000002 -0.8291045566542787 -0.24689289918780377 0.21418389118269002
25 1.25 -0.8309035362955308 -0.163783489596586 0.19053731024634382
26 1.3 -0.8198865590707494 -0.08113958237304737 0.17818002666294744
27 1.35 -0.7966873943690691 -0.00021241385378580058 0.17702198937375885
28 1.4000000000000001 -0.7620872057257528 0.07781772280799577 0.18626902501528836
29 1.4500000000000002 -0.7169933292029564 0.1518551164690938 0.20451374197530775
30 1.5 -0.6624226747160457 0.22090038879653046 0.22986319370500488
31 1.55 -0.5994889715126522 0.28406078713591904 0.26009301445414845
32 1.6 -0.5293924047418125 0.3405593356218468 0.2928162799324934
33 1.6500000000000001 -0.4534098249811713 0.38974299437469895 0.3256547640186406
34 1.7000000000000002 -0.3728836843319999 0.4310897906147212 0.35640057590235585
35 1.75 -0.28920813906000636 0.46421471279605375 0.3831573200439873
36 1.8 -0.2038112943241907 0.4888740279285766 0.40445181413841347
37 1.85 -0.11813325489563242 0.5049676134088213 0.41930986752782073
38 1.9000000000000001 -0.03360037543752258 0.5125388976828676 0.42729246653912906
39 1.9500000000000002 0.04840323468671148 0.511772077481035 0.42849171458688756
40 2.0 0.12656539610113549 0.5029864115610188 0.42348880918229365
