psiR psiI
0.03125000000000112 6.87817858224804e-16
0.03124999999999896 -4.848552115355176e-16
0.031250000000000326 -3.46077333457373e-16
0.0312500000000006 1.588356182691264e-16
0.031249999999999768 -7.892991815694472e-17
0.03125000000000024 1.6537810075371862e-16
0.031249999999999434 5.214741399112155e-16
0.031249999999999965 -4.0158848468863084e-16
0.03124999999999973 3.1138286393783687e-16
0.031249999999999806 -1.0028870095490916e-17
0.031249999999999695 9.095100974437775e-17
0.03125000000000008 8.81239525796218e-16
0.031249999999999726 -6.915854607741911e-17
0.031249999999999577 6.42715047849407e-16
0.03125000000000081 -3.5301622736128024e-16
0.03125000000000126 -4.961309141293668e-16
0.031249999999999854 -8.491471414906471e-16
0.031249999999999688 8.302470645435375e-17
0.031249999999999674 1.4755991567527715e-16
0.031250000000000625 5.134781488891349e-16
0.031249999999999313 2.5912431922403556e-17
0.031250000000000104 8.066464163292153e-17
0.03125000000000021 -1.5699247457590104e-16
0.03124999999999922 2.42861286636753e-17
0.031250000000001305 1.0171171630629638e-16
0.031249999999999795 -5.429684479807406e-16
0.03124999999999992 -6.158268339717665e-17
0.031250000000000354 -2.246466901389965e-16
0.03124999999999999 -9.540979117872439e-18
0.031250000000000666 -3.9898639947466563e-17
0.031249999999999643 4.5102810375396984e-17
0.031250000000000916 7.337880303381894e-16
0.03125000000000071 1.1206313654810174e-15
0.031250000000001006 1.300557709640664e-16
0.031249999999999622 4.779434226859225e-16
0.031250000000000985 1.0677222994637248e-15
0.03125000000000025 5.106050131320483e-16
0.03125000000000021 -1.4137996329210978e-16
0.03125000000000026 3.5301622736128024e-16
0.03125000000000097 4.198030811863873e-16
0.03125000000000081 2.2555470945845313e-16
0.031249999999999785 -9.402201239794294e-16
0.03125000000000021 -1.5612511283791264e-17
0.0312500000000003 1.249000902703301e-16
0.03125000000000031 -5.637851296924623e-17
0.03125000000000085 -1.0061396160665481e-16
0.031249999999999677 -1.0408340855860843e-17
0.03125000000000094 -3.226585665316861e-16
0.03125000000000148 1.4129254949195313e-15
0.031249999999999032 3.8250652645288596e-16
0.031250000000000056 3.5301622736128024e-16
0.03125000000000074 1.227316859253591e-15
0.031249999999999657 5.93275428784068e-16
0.031250000000000444 1.4051260155412137e-16
0.03125000000000059 2.749536709423239e-16
0.031249999999999854 1.7867651802561113e-16
0.031250000000000194 1.1986939218999737e-15
0.031249999999999188 4.423544863740858e-17
0.03125000000000021 2.437286483747414e-16
0.03125000000000036 9.731798700229888e-16
0.03125000000000125 1.867429821889033e-15
0.03124999999999991 -1.5785983631388945e-16
0.03125000000000074 1.5352302762394743e-15
0.03125000000000177 1.3357370765021415e-15
0.03125000000000107 -1.0547118733938987e-15
0.03125000000000056 -1.3322676295501878e-15
0.031249999999999868 3.174543961037557e-16
0.03125000000000121 -1.5890067039947553e-15
0.03125000000000025 -9.194034422677078e-16
0.03125000000000024 -1.2576745200831851e-16
0.03124999999999911 7.025630077706069e-17
0.03125000000000006 -1.4042586538032253e-15
0.03124999999999974 3.2959746043559335e-17
0.031250000000000715 -1.8127860323957634e-16
0.03125000000000043 -4.7704895589362195e-17
0.03124999999999961 -7.962380754733545e-16
0.03125000000000065 -1.1214987272190058e-15
0.03125000000000002 -4.623038063478191e-16
0.031249999999998963 -5.2562121322097255e-16
0.031250000000001596 -1.0686167662560253e-15
0.0312500000000008 4.440892098500626e-16
0.031249999999999757 7.19910242530375e-17
0.03125000000000091 1.3791051634015616e-16
0.03125000000000026 -1.6132928326584306e-16
0.0312500000000003 -9.280770596475918e-17
0.031250000000000173 -1.708702623837155e-16
0.03124999999999973 8.396061623727746e-16
0.03125000000000076 -1.201905870835962e-16
0.031250000000000853 -2.220446049250313e-16
0.03125000000000016 -5.785302792382652e-16
0.03125000000000015 6.071532165918825e-18
0.03125000000000017 -3.539920093165172e-16
0.031250000000000805 -1.2420620087993939e-15
0.031249999999999587 -3.1557059482906213e-16
0.031250000000001006 1.083522828587175e-16
0.03125000000000084 -1.3791051634015616e-15
0.031250000000000805 -5.898059818321144e-16
0.031249999999999733 3.5561831257524545e-17
0.03125000000000072 1.8127860323957634e-16
0.031249999999999896 -1.5872719805187785e-16
0.03125000000000037 3.0617869350990645e-16
0.03124999999999994 -1.0234868508263162e-16
0.03124999999999973 4.345482307321902e-16
0.03125000000000132 2.1575623232461538e-17
0.031249999999999185 1.0668549377257364e-16
0.03125000000000018 4.7704895589362195e-17
0.0312500000000001 -2.255140518769849e-16
0.031249999999999282 4.369334755116583e-17
0.03125000000000054 -6.080205783298709e-16
0.031249999999999716 -4.28801959218017e-17
0.031249999999999657 7.482561252771334e-17
0.031249999999999924 6.96491475604688e-16
0.03125000000000108 6.114900252818245e-16
0.0312500000000008 2.185751579730777e-16
0.031249999999999598 -7.546047120499111e-16
0.03124999999999972 2.396764427550768e-16
0.03125000000000004 -9.870576578308032e-16
0.031249999999999716 2.564138137928218e-17
0.03124999999999975 1.2598429244281562e-16
0.031249999999999816 -4.527628272299467e-16
0.031249999999999854 3.95516952522712e-16
0.031249999999999525 -4.1066867788319694e-16
0.03125000000000021 -3.997233181387769e-17
0.031249999999999868 -9.367506770274758e-17
0.03125000000000065 -2.859583229930518e-18
0.03125000000000048 2.688821387764051e-16
0.031249999999999053 3.5041414214731503e-16
0.03125000000000148 -6.74807432154978e-16
0.03125000000000002 6.192962809237201e-16
0.03125000000000071 -1.6219664500383146e-16
0.031250000000001346 -1.7520707107365752e-16
0.03125000000000013 -6.886852199627924e-16
0.03125000000000054 2.3245294578089215e-16
0.03125000000000013 -5.811323644522304e-17
0.031249999999999948 2.2551405187698492e-17
0.03124999999999991 3.4279253968792084e-16
0.031249999999999393 -7.28583859910259e-17
0.031250000000000486 6.843484112728504e-16
