 time energy energy_var energy_MC zPol zPol_var zPol_MC zz1 zz1_var zz1_MC zz2 zz2_var zz2_MC xPol xPol_var xPol_MC xx1 xx1_var xx1_MC xx2 xx2_var xx2_MC tdvpErr tdvpRes dt
0 0.0 -9.993436895314899 9.001118542876393 0.0 -4.2934406030425976e-17 0.09993481961753806 0.0 0.0001884996007673502 0.08999726903492294 0.0 -1.683567273686869e-05 0.07999472202052736 0.0 0.9991551899307217 0.0003383385208148379 0.0 0.898737965389267 0.0008424138879985758 0.0 0.7988019615496295 0.0007668429204708892 0.0 0.0 0.0 0.0
1 0.0001 -9.993436895314895 9.00111854287632 0.0 2.168404344971009e-19 0.09993481961753821 0.0 0.00018849960076713218 0.0899972690349222 0.0 -1.6835672736742273e-05 0.07999472202052729 0.0 0.9991551899307222 0.0003383385208148387 0.0 0.8987379653892691 0.000842413887998481 0.0 0.7988019615496308 0.0007668429204708407 0.0 0.9999999999999879 1.0091311941545113e-17 0.0001
